'seconds','uV','uV','uV','uV','uV',''
4.577,-68.001,9.300,0.000,3.400,-1.400,0.500
4.578,-69.401,8.300,-0.900,3.400,-1.500,0.500
4.579,-68.701,7.100,-1.500,3.300,-1.700,0.500
4.580,-65.901,5.900,-1.900,3.000,-2.000,0.500
4.581,-62.301,5.100,-2.200,2.500,-2.500,0.500
4.582,-59.801,5.000,-2.500,2.200,-2.900,0.500
4.583,-59.401,5.400,-2.800,2.000,-3.300,0.500
4.584,-61.201,6.000,-3.200,1.800,-3.600,0.500
4.585,-64.001,6.500,-3.800,1.600,-3.900,0.500
4.586,-66.401,6.700,-4.300,1.000,-4.300,0.500
4.587,-67.701,6.600,-4.600,0.200,-4.500,0.500
4.588,-67.601,6.400,-4.600,-0.800,-4.600,0.500
4.589,-66.901,6.400,-4.400,-1.800,-4.500,0.500
4.590,-65.801,6.500,-4.000,-2.500,-4.200,0.500
4.591,-64.601,6.700,-3.700,-2.900,-3.900,0.500
4.592,-63.401,6.700,-3.500,-3.000,-3.800,0.500
4.593,-62.201,6.500,-3.400,-2.800,-3.900,0.500
4.594,-61.401,6.100,-3.300,-2.500,-4.100,0.500
4.595,-61.301,5.600,-3.100,-2.100,-4.100,0.500
4.596,-61.901,5.300,-2.700,-1.700,-4.100,0.500
4.597,-62.701,5.100,-2.300,-1.700,-3.800,0.500
4.598,-63.001,5.100,-2.000,-2.200,-3.600,0.500
4.599,-62.601,5.000,-1.900,-3.100,-3.500,0.500
4.600,-61.401,5.000,-1.900,-4.200,-3.600,0.500
4.601,-60.101,5.000,-2.000,-5.100,-3.900,0.500
4.602,-59.301,5.000,-2.300,-5.500,-4.300,0.500
4.603,-59.301,5.100,-2.600,-5.300,-4.800,0.500
4.604,-60.001,5.100,-3.200,-4.700,-5.200,0.500
4.605,-61.101,5.000,-3.900,-4.000,-5.400,0.500
4.606,-62.501,4.600,-4.600,-3.400,-5.500,0.500
4.607,-64.101,4.100,-5.000,-3.400,-5.500,0.500
4.608,-65.801,3.700,-5.000,-3.600,-5.400,0.500
4.609,-67.401,3.400,-4.600,-4.100,-5.300,0.500
4.610,-68.601,3.300,-4.000,-4.500,-5.400,0.500
4.611,-68.901,3.400,-3.600,-4.700,-5.400,0.500
4.612,-68.201,3.700,-3.500,-4.800,-5.400,0.500
4.613,-66.701,4.100,-3.800,-4.700,-5.100,0.500
4.614,-65.101,4.700,-4.200,-4.700,-4.600,0.500
4.615,-63.901,5.500,-4.400,-4.700,-4.000,0.500
4.616,-63.401,6.300,-4.300,-4.800,-3.500,0.500
4.617,-63.301,6.900,-4.000,-4.700,-3.400,0.500
4.618,-63.001,7.200,-3.800,-4.500,-3.500,0.500
4.619,-61.801,7.400,-3.600,-4.100,-3.700,0.500
4.620,-59.401,7.400,-3.600,-3.600,-3.800,0.500
4.621,-56.401,7.400,-3.400,-3.100,-3.900,0.500
4.622,-54.101,7.600,-3.100,-2.700,-3.900,0.500
4.623,-53.401,7.800,-2.600,-2.500,-4.000,0.500
4.624,-54.901,7.900,-2.300,-2.500,-4.400,0.500
4.625,-58.301,7.700,-2.300,-2.500,-5.100,0.500
4.626,-62.301,7.200,-2.700,-2.500,-6.000,0.500
4.627,-65.401,6.600,-3.600,-2.400,-6.700,0.500
4.628,-66.601,6.100,-4.600,-2.300,-7.100,0.500
4.629,-65.501,6.000,-5.600,-2.200,-7.200,0.500
4.630,-62.701,6.400,-6.200,-2.400,-7.100,0.500
4.631,-59.101,7.100,-6.400,-2.600,-7.100,0.500
4.632,-55.601,7.700,-6.300,-2.900,-7.200,0.500
4.633,-53.101,7.800,-6.100,-3.100,-7.400,0.500
4.634,-52.101,7.300,-6.100,-3.200,-7.600,0.500
4.635,-53.001,6.500,-6.300,-3.200,-7.700,0.500
4.636,-55.501,5.500,-6.800,-3.100,-7.500,0.500
4.637,-58.501,4.900,-7.500,-3.100,-6.900,0.500
4.638,-61.001,4.800,-8.100,-3.100,-6.100,0.500
4.639,-61.701,5.200,-8.600,-3.000,-5.100,0.500
4.640,-60.301,6.100,-8.700,-2.700,-4.300,0.500
4.641,-57.301,7.000,-8.700,-2.200,-3.700,0.500
4.642,-54.001,7.800,-8.500,-1.700,-3.500,0.500
4.643,-51.901,8.100,-8.300,-1.300,-3.800,0.500
4.644,-51.701,8.000,-8.100,-1.100,-4.300,0.500
4.645,-53.101,7.600,-7.800,-1.300,-4.900,0.500
4.646,-55.301,7.100,-7.600,-1.700,-5.200,0.500
4.647,-57.301,6.800,-7.200,-2.100,-5.200,0.500
4.648,-58.501,6.800,-6.700,-2.400,-4.900,0.500
4.649,-58.801,7.100,-6.100,-2.500,-4.300,0.500
4.650,-58.401,7.500,-5.400,-2.300,-3.600,0.500
4.651,-57.701,7.900,-4.500,-1.900,-2.900,0.500
4.652,-57.301,8.000,-3.400,-1.400,-2.400,0.500
4.653,-57.001,7.900,-2.200,-1.000,-1.800,0.500
4.654,-56.701,7.600,-0.900,-0.700,-1.300,0.500
4.655,-56.101,7.300,0.400,-0.600,-0.800,0.500
4.656,-54.901,7.200,1.500,-0.600,-0.400,0.500
4.657,-53.001,7.400,2.300,-0.800,-0.400,0.500
4.658,-50.901,7.700,2.900,-0.900,-0.800,0.500
4.659,-49.201,8.100,3.100,-1.100,-1.400,0.500
4.660,-48.501,8.400,3.200,-1.300,-2.100,0.500
4.661,-49.001,8.600,3.200,-1.300,-2.500,0.500
4.662,-50.401,8.800,3.200,-0.900,-2.500,0.500
4.663,-51.801,9.000,3.100,-0.300,-1.900,0.500
4.664,-52.201,9.300,3.100,0.600,-0.900,0.500
4.665,-51.301,9.700,3.000,1.300,0.200,0.500
4.666,-49.501,10.200,3.000,1.500,0.900,0.500
4.667,-47.701,10.400,3.100,1.100,1.000,0.500
4.668,-46.901,10.200,3.500,0.200,0.400,0.500
4.669,-47.701,9.600,4.100,-0.900,-0.800,0.500
4.670,-49.801,9.000,4.800,-1.700,-2.100,0.500
4.671,-52.301,8.500,5.600,-2.000,-3.300,0.500
4.672,-54.201,8.400,6.200,-1.700,-4.000,0.500
4.673,-54.501,8.600,6.700,-1.300,-4.200,0.500
4.674,-53.201,8.900,6.800,-0.900,-4.200,0.500
4.675,-50.401,9.200,6.700,-0.800,-4.200,0.500
4.676,-47.101,9.300,6.300,-0.700,-4.400,0.500
4.677,-44.201,9.100,5.600,-0.800,-5.000,0.500
4.678,-42.301,8.900,4.800,-0.900,-6.000,0.500
4.679,-41.901,8.800,4.000,-1.300,-7.000,0.500
4.680,-42.901,8.700,3.300,-1.900,-7.800,0.500
4.681,-44.801,8.600,2.800,-2.700,-8.300,0.500
4.682,-46.701,8.400,2.300,-3.500,-8.400,0.500
4.683,-48.101,8.100,1.900,-4.000,-8.200,0.500
4.684,-48.601,7.800,1.500,-4.100,-8.100,0.500
4.685,-48.201,7.400,1.000,-3.900,-8.000,0.500
4.686,-47.301,7.200,0.700,-3.600,-7.900,0.500
4.687,-46.401,7.100,0.800,-3.300,-7.700,0.500
4.688,-45.901,7.300,1.400,-3.100,-7.100,0.500
4.689,-45.701,7.800,2.500,-2.700,-5.900,0.500
4.690,-45.501,8.700,3.900,-2.000,-4.400,0.500
4.691,-45.001,9.900,5.300,-1.100,-2.900,0.500
4.692,-44.101,11.000,6.500,-0.100,-1.800,0.500
4.693,-42.801,11.900,7.500,0.700,-1.300,0.500
4.694,-41.701,12.300,8.300,1.200,-1.400,0.500
4.695,-41.201,12.100,9.000,1.600,-1.700,0.500
4.696,-41.601,11.700,9.800,1.700,-1.900,0.500
4.697,-42.901,11.100,10.600,1.700,-2.100,0.500
4.698,-44.601,10.600,11.300,1.300,-2.400,0.500
4.699,-46.001,9.900,11.700,0.600,-3.000,0.500
4.700,-46.501,9.100,11.800,-0.500,-4.100,0.500
4.701,-45.701,8.100,11.700,-1.900,-5.500,0.500
4.702,-43.601,7.100,11.600,-3.100,-7.000,0.500
4.703,-40.901,6.500,11.500,-4.100,-8.200,0.500
4.704,-38.601,6.300,11.600,-4.800,-8.800,0.500
4.705,-37.701,6.600,11.700,-5.400,-8.800,0.500
4.706,-38.501,7.200,11.600,-6.000,-8.400,0.500
4.707,-40.701,7.500,10.900,-6.400,-7.700,0.500
4.708,-43.301,7.300,9.700,-6.500,-7.000,0.500
4.709,-45.001,6.700,7.900,-5.900,-6.200,0.500
4.710,-45.301,5.900,6.100,-4.700,-5.600,0.500
4.711,-44.001,5.300,4.700,-3.200,-5.200,0.500
4.712,-41.801,5.200,4.000,-1.700,-5.100,0.500
4.713,-39.501,5.500,4.000,-0.600,-5.400,0.500
4.714,-37.901,5.900,4.300,0.000,-5.900,0.500
4.715,-37.201,6.300,4.400,0.100,-6.400,0.500
4.716,-37.401,6.300,4.000,0.100,-6.700,0.500
4.717,-38.401,5.900,2.900,0.300,-6.800,0.500
4.718,-39.701,5.300,1.600,0.700,-6.600,0.500
4.719,-41.001,4.900,0.300,1.200,-6.300,0.500
4.720,-41.901,4.700,-0.600,1.500,-6.200,0.500
4.721,-42.201,5.000,-1.000,1.300,-6.300,0.500
4.722,-41.701,5.600,-1.300,0.700,-6.600,0.500
4.723,-40.601,6.300,-1.500,-0.300,-7.300,0.500
4.724,-39.501,6.900,-1.700,-1.500,-8.200,0.500
4.725,-39.001,7.200,-1.900,-2.500,-9.200,0.500
4.726,-39.301,7.000,-1.900,-3.100,-10.200,0.500
4.727,-40.501,6.600,-1.600,-3.200,-11.000,0.500
4.728,-42.201,6.100,-1.100,-2.900,-11.400,0.500
4.729,-44.101,5.500,-0.600,-2.500,-11.300,0.500
4.730,-45.701,5.000,-0.300,-2.000,-10.600,0.500
4.731,-46.801,4.800,-0.500,-1.800,-9.500,0.500
4.732,-47.201,4.600,-1.200,-1.600,-8.500,0.500
4.733,-46.601,4.500,-2.000,-1.700,-7.900,0.500
4.734,-45.201,4.500,-2.500,-2.000,-7.800,0.500
4.735,-43.101,4.500,-2.400,-2.600,-8.300,0.500
4.736,-41.101,4.500,-1.800,-3.300,-9.000,0.500
4.737,-39.901,4.500,-0.900,-4.100,-9.700,0.500
4.738,-40.101,4.700,-0.400,-4.800,-10.100,0.500
4.739,-41.601,4.800,-0.400,-5.200,-10.100,0.500
4.740,-44.001,4.800,-0.900,-5.100,-9.800,0.500
4.741,-46.501,4.600,-1.600,-4.800,-9.500,0.500
4.742,-48.501,4.200,-2.100,-4.500,-9.300,0.500
4.743,-49.701,3.700,-2.100,-4.400,-9.400,0.500
4.744,-50.301,3.300,-1.500,-4.400,-9.600,0.500
4.745,-50.401,3.200,-0.800,-4.300,-9.800,0.500
4.746,-49.901,3.400,-0.100,-3.900,-9.700,0.500
4.747,-49.001,3.900,0.200,-3.300,-9.400,0.500
4.748,-47.701,4.600,0.100,-2.600,-8.900,0.500
4.749,-46.501,5.100,-0.300,-2.200,-8.300,0.500
4.750,-46.001,5.100,-0.800,-2.100,-7.900,0.500
4.751,-46.401,4.700,-1.300,-2.300,-7.600,0.500
4.752,-47.301,4.100,-1.600,-2.500,-7.400,0.500
4.753,-48.201,3.600,-1.400,-2.500,-7.100,0.500
4.754,-48.301,3.600,-0.900,-2.100,-6.600,0.500
4.755,-47.301,4.200,-0.200,-1.600,-6.100,0.500
4.756,-45.901,5.200,0.500,-1.200,-5.700,0.500
4.757,-44.901,5.900,0.700,-1.300,-5.700,0.500
4.758,-45.001,6.000,0.200,-2.000,-6.100,0.500
4.759,-46.201,5.400,-1.000,-2.900,-6.500,0.500
4.760,-47.801,4.300,-2.300,-3.600,-6.800,0.500
4.761,-48.601,3.500,-3.500,-3.900,-6.700,0.500
4.762,-48.301,3.400,-4.200,-3.700,-6.300,0.500
4.763,-47.001,4.100,-4.400,-3.300,-5.900,0.500
4.764,-45.201,5.100,-4.600,-3.000,-6.000,0.500
4.765,-43.901,6.000,-5.200,-3.100,-6.600,0.500
4.766,-43.201,6.100,-6.100,-3.800,-7.800,0.500
4.767,-43.101,5.700,-7.200,-4.800,-9.200,0.500
4.768,-43.401,4.900,-8.100,-5.800,-10.100,0.500
4.769,-43.701,4.300,-8.200,-6.700,-10.300,0.500
4.770,-44.201,4.000,-7.400,-7.300,-9.600,0.500
4.771,-44.801,4.100,-6.000,-7.500,-8.200,0.500
4.772,-45.401,4.200,-4.300,-7.300,-6.300,0.500
4.773,-45.601,4.300,-2.700,-6.700,-4.500,0.500
4.774,-45.001,4.300,-1.400,-5.800,-3.200,0.500
4.775,-43.601,4.500,-0.300,-4.700,-2.800,0.500
4.776,-41.401,4.800,0.500,-3.900,-3.300,0.500
4.777,-39.301,5.200,1.300,-3.400,-4.600,0.500
4.778,-37.801,5.700,2.000,-3.400,-6.100,0.500
4.779,-37.301,6.000,2.400,-3.800,-7.400,0.500
4.780,-38.101,6.200,2.700,-4.100,-7.900,0.500
4.781,-39.501,6.300,2.800,-4.200,-7.500,0.500
4.782,-41.101,6.400,3.000,-4.000,-6.500,0.500
4.783,-42.001,6.600,3.400,-3.500,-5.300,0.500
4.784,-41.901,6.800,4.000,-3.100,-4.500,0.500
4.785,-40.701,6.900,4.500,-2.900,-4.200,0.500
4.786,-39.101,6.800,4.600,-3.000,-4.300,0.500
4.787,-37.901,6.700,4.100,-3.000,-4.500,0.500
4.788,-37.801,6.600,2.800,-3.000,-4.600,0.500
4.789,-39.001,6.500,1.000,-2.900,-4.700,0.500
4.790,-41.201,6.500,-0.700,-2.800,-4.900,0.500
4.791,-43.501,6.500,-1.900,-2.800,-5.000,0.500
4.792,-45.001,6.400,-2.300,-2.700,-5.100,0.500
4.793,-45.001,6.600,-2.000,-2.300,-4.800,0.500
4.794,-43.801,7.100,-1.200,-1.500,-4.200,0.500
4.795,-41.901,7.800,-0.300,-0.500,-3.200,0.500
4.796,-40.201,8.600,0.100,0.500,-2.400,0.500
4.797,-39.201,9.100,0.000,1.000,-2.200,0.500
4.798,-39.201,9.000,-0.600,0.700,-2.800,0.500
4.799,-40.101,8.400,-1.600,0.000,-3.800,0.500
4.800,-41.501,7.400,-2.500,-0.700,-4.600,0.500
4.801,-42.701,6.700,-3.100,-1.100,-4.800,0.500
4.802,-43.301,6.400,-3.200,-0.900,-4.400,0.500
4.803,-42.901,6.700,-2.700,-0.500,-3.600,0.500
4.804,-41.701,7.400,-1.700,-0.200,-3.100,0.500
4.805,-40.001,8.100,-0.500,-0.400,-3.300,0.500
4.806,-38.601,8.400,0.800,-1.000,-3.900,0.500
4.807,-38.001,8.300,1.900,-1.800,-4.700,0.500
4.808,-38.001,7.900,2.900,-2.300,-5.100,0.500
4.809,-38.301,7.200,3.600,-2.300,-4.700,0.500
4.810,-38.101,6.600,4.100,-2.000,-3.500,0.500
4.811,-37.101,6.400,4.400,-1.300,-2.000,0.500
4.812,-35.501,6.700,4.700,-0.400,-0.400,0.500
4.813,-34.201,7.600,5.000,0.600,1.000,0.500
4.814,-34.001,9.000,5.300,1.600,2.000,0.500
4.815,-35.001,10.600,5.500,2.500,2.600,0.500
4.816,-37.001,11.900,5.500,3.000,2.900,0.500
4.817,-38.701,12.800,5.400,2.800,3.000,0.500
4.818,-39.601,13.100,5.000,2.000,3.000,0.500
4.819,-39.401,13.000,4.400,0.900,3.000,0.500
4.820,-38.601,12.700,3.800,-0.100,3.000,0.500
4.821,-37.801,12.400,3.300,-1.000,2.900,0.500
4.822,-37.501,12.000,3.000,-1.600,2.600,0.500
4.823,-37.601,11.200,2.500,-2.000,1.900,0.500
4.824,-38.001,10.100,1.700,-2.500,0.800,0.500
4.825,-38.201,8.500,0.400,-3.000,-0.600,0.500
4.826,-38.001,6.900,-1.300,-3.400,-2.000,0.500
4.827,-37.301,5.400,-3.000,-3.700,-3.200,0.500
4.828,-36.201,4.600,-4.300,-4.000,-4.300,0.500
4.829,-34.801,4.500,-4.900,-4.200,-5.200,0.500
4.830,-33.201,4.700,-4.700,-4.700,-6.200,0.500
4.831,-31.800,4.700,-4.300,-5.400,-7.400,0.500
4.832,-30.900,4.300,-4.200,-6.200,-8.900,0.500
4.833,-30.900,3.200,-4.900,-7.000,-10.600,0.500
4.834,-32.000,1.700,-6.200,-7.800,-12.300,0.500
4.835,-34.001,0.200,-7.700,-8.500,-13.600,0.500
4.836,-36.501,-0.600,-8.600,-9.200,-14.400,0.500
4.837,-38.901,-0.800,-8.800,-9.700,-14.500,0.500
4.838,-40.501,-0.500,-8.300,-9.900,-14.200,0.500
4.839,-41.201,-0.100,-7.500,-9.600,-13.500,0.500
4.840,-40.701,0.100,-6.900,-8.700,-12.300,0.500
4.841,-39.301,-0.100,-6.600,-7.400,-10.700,0.500
4.842,-36.901,-0.300,-6.500,-5.800,-8.400,0.500
4.843,-33.801,-0.200,-6.100,-4.400,-5.700,0.500
4.844,-29.800,0.600,-5.200,-3.500,-3.000,0.500
4.845,-24.700,2.200,-3.700,-2.800,-0.700,0.500
4.846,-18.400,4.200,-2.000,-2.100,1.000,0.500
4.847,-11.100,6.300,-0.200,-0.800,2.500,0.500
4.848,-3.400,8.300,1.800,1.600,4.600,0.500
4.849,4.400,10.300,4.200,5.000,8.200,0.500
4.850,12.000,12.600,7.400,9.100,13.500,0.500
4.851,19.600,15.100,11.000,13.000,19.600,0.500
4.852,27.700,17.900,14.700,15.900,25.000,0.500
4.853,36.301,20.500,17.600,17.400,28.400,0.500
4.854,44.501,22.400,18.900,17.200,28.900,0.500
4.855,50.801,23.300,18.600,16.000,27.000,0.500
4.856,52.901,23.000,16.900,14.400,23.700,0.500
4.857,49.601,21.900,14.600,12.900,20.200,0.500
4.858,40.801,20.200,12.300,11.600,17.000,0.500
4.859,28.200,18.300,10.200,10.300,13.800,0.500
4.860,14.300,16.400,8.300,8.500,9.900,0.500
4.861,1.300,14.400,6.000,5.900,4.600,0.500
4.862,-10.100,12.200,3.100,2.400,-1.800,0.500
4.863,-20.400,9.800,-0.300,-1.600,-8.500,0.500
4.864,-30.900,7.300,-3.800,-5.600,-14.500,0.500
4.865,-42.501,4.900,-6.800,-8.800,-18.600,0.500
4.866,-54.801,3.100,-8.600,-10.700,-20.700,0.500
4.867,-66.101,2.000,-9.200,-11.400,-20.900,0.500
4.868,-74.701,1.700,-8.700,-11.100,-19.900,0.500
4.869,-79.501,2.100,-7.800,-10.200,-18.600,0.500
4.870,-80.601,2.800,-6.900,-9.300,-17.200,0.500
4.871,-79.301,3.700,-6.100,-8.500,-15.900,0.500
4.872,-76.701,4.400,-5.400,-7.700,-14.600,0.500
4.873,-73.701,4.900,-4.700,-6.700,-13.200,0.500
4.874,-70.001,5.200,-3.900,-5.400,-11.600,0.500
4.875,-65.101,5.500,-3.100,-3.900,-10.100,0.500
4.876,-58.701,5.900,-2.600,-2.600,-8.800,0.500
4.877,-51.101,6.200,-2.500,-1.700,-7.900,0.500
4.878,-43.501,6.500,-2.700,-1.300,-7.300,0.500
4.879,-37.301,6.700,-3.000,-1.200,-7.100,0.500
4.880,-33.301,6.800,-2.900,-1.400,-7.000,0.500
4.881,-31.700,6.800,-2.500,-1.400,-7.100,0.500
4.882,-31.800,6.800,-2.000,-1.400,-7.100,0.500
4.883,-32.500,6.900,-1.600,-1.500,-7.200,0.500
4.884,-33.101,7.200,-1.600,-1.700,-7.200,0.500
4.885,-33.101,7.400,-1.700,-2.000,-7.200,0.500
4.886,-32.500,7.700,-1.600,-2.400,-7.100,0.500
4.887,-31.500,7.900,-1.100,-2.700,-7.100,0.500
4.888,-30.500,7.900,-0.300,-2.900,-7.100,0.500
4.889,-29.900,7.800,0.300,-3.100,-7.400,0.500
4.890,-29.700,7.400,0.500,-3.300,-7.700,0.500
4.891,-30.300,6.900,-0.100,-3.700,-8.100,0.500
4.892,-31.300,6.300,-0.900,-4.200,-8.300,0.500
4.893,-32.600,5.700,-1.700,-4.700,-8.300,0.500
4.894,-33.701,5.300,-1.900,-5.100,-8.000,0.500
4.895,-34.201,5.300,-1.700,-5.200,-7.600,0.500
4.896,-33.901,5.600,-1.500,-5.300,-6.900,0.500
4.897,-33.101,6.400,-1.600,-5.300,-6.200,0.500
4.898,-32.000,7.300,-2.200,-5.200,-5.500,0.500
4.899,-31.000,8.200,-2.700,-5.200,-4.700,0.500
4.900,-30.200,8.800,-2.900,-5.100,-4.100,0.500
4.901,-29.400,9.100,-2.300,-5.000,-3.800,0.500
4.902,-28.400,9.100,-1.300,-4.900,-4.000,0.500
4.903,-27.300,8.900,-0.300,-4.900,-4.600,0.500
4.904,-26.100,8.800,0.400,-5.000,-5.400,0.500
4.905,-25.200,8.700,0.500,-5.400,-5.900,0.500
4.906,-25.200,8.700,0.200,-5.900,-6.100,0.500
4.907,-26.100,8.600,0.000,-6.400,-5.900,0.500
4.908,-27.600,8.400,0.100,-6.800,-5.500,0.500
4.909,-29.100,8.000,0.300,-7.000,-5.300,0.500
4.910,-29.700,7.600,0.600,-6.900,-5.500,0.500
4.911,-29.200,7.300,0.600,-6.600,-5.900,0.500
4.912,-27.800,7.100,0.300,-6.000,-6.400,0.500
4.913,-26.500,7.300,0.000,-5.300,-6.700,0.500
4.914,-26.100,7.600,0.000,-4.700,-6.500,0.500
4.915,-26.900,8.100,0.400,-4.400,-6.100,0.500
4.916,-28.500,8.600,1.000,-4.300,-5.600,0.500
4.917,-29.900,9.100,1.700,-4.400,-5.300,0.500
4.918,-30.300,9.400,2.200,-4.500,-5.300,0.500
4.919,-29.800,9.600,2.400,-4.500,-5.400,0.500
4.920,-29.200,9.600,2.400,-4.500,-5.400,0.500
4.921,-29.500,9.300,2.200,-4.500,-5.200,0.500
4.922,-31.400,8.900,1.900,-4.700,-4.800,0.500
4.923,-34.001,8.600,1.800,-4.900,-4.300,0.500
4.924,-36.001,8.500,2.000,-5.000,-4.100,0.500
4.925,-35.901,8.900,2.700,-4.900,-4.200,0.500
4.926,-33.501,9.600,3.800,-4.300,-4.400,0.500
4.927,-29.700,10.500,5.100,-3.500,-4.600,0.500
4.928,-26.100,11.300,6.100,-2.500,-4.500,0.500
4.929,-23.900,11.900,6.600,-1.600,-4.200,0.500
4.930,-23.500,12.600,6.800,-0.800,-3.600,0.500
4.931,-24.400,13.400,6.800,0.000,-2.800,0.500
4.932,-25.700,14.600,7.300,1.100,-1.600,0.500
4.933,-27.100,16.200,8.200,2.800,-0.100,0.500
4.934,-28.400,17.900,9.500,5.000,1.500,0.500
4.935,-29.600,19.200,10.800,7.500,3.200,0.500
4.936,-30.500,19.800,11.700,9.700,4.700,0.500
4.937,-30.600,19.700,12.200,11.500,6.100,0.500
4.938,-29.500,19.300,12.400,12.800,7.500,0.500
4.939,-27.100,18.900,12.800,13.800,9.100,0.500
4.940,-24.100,18.800,13.500,14.800,11.100,0.500
4.941,-21.500,18.900,14.300,15.800,13.600,0.500
4.942,-20.300,18.900,15.000,16.900,16.300,0.500
4.943,-20.800,18.300,15.300,17.900,19.000,0.500
4.944,-22.700,16.900,15.300,18.900,21.700,0.500
4.945,-25.400,14.600,15.500,19.700,24.300,0.500
4.946,-27.900,11.700,15.800,20.400,27.200,0.500
4.947,-29.600,8.600,16.400,20.800,30.200,0.500
4.948,-30.100,5.300,17.000,20.900,33.201,0.500
4.949,-29.800,2.000,17.100,20.500,36.001,0.500
4.950,-29.400,-1.400,16.700,19.400,38.301,0.500
4.951,-30.000,-5.000,15.700,17.900,39.901,0.500
4.952,-31.900,-9.100,14.500,16.100,40.801,0.500
4.953,-34.801,-13.600,13.200,14.200,41.201,0.500
4.954,-37.501,-18.500,11.900,12.400,41.001,0.500
4.955,-38.501,-23.700,10.400,10.600,40.301,0.500
4.956,-36.901,-29.100,8.500,8.500,39.101,0.500
4.957,-33.201,-34.301,6.000,6.000,37.201,0.500
4.958,-28.900,-39.101,3.000,3.000,34.701,0.500
4.959,-25.700,-43.101,-0.200,-0.300,31.900,0.500
4.960,-24.700,-46.301,-3.400,-3.400,29.300,0.500
4.961,-26.000,-48.701,-6.100,-6.000,27.200,0.500
4.962,-28.400,-50.401,-7.800,-7.700,25.700,0.500
4.963,-30.600,-51.701,-8.500,-8.500,24.800,0.500
4.964,-31.400,-52.701,-8.300,-8.400,24.100,0.500
4.965,-30.600,-53.301,-7.400,-7.800,23.100,0.500
4.966,-28.900,-53.201,-6.600,-7.100,21.500,0.500
4.967,-27.000,-52.301,-6.100,-6.700,19.100,0.500
4.968,-25.500,-50.401,-6.200,-7.200,16.100,0.500
4.969,-24.800,-47.601,-6.500,-8.600,12.600,0.500
4.970,-25.000,-44.301,-6.800,-10.700,8.800,0.500
4.971,-25.900,-40.701,-6.700,-13.200,4.700,0.500
4.972,-26.900,-37.101,-6.400,-15.600,0.100,0.500
4.973,-27.300,-33.301,-6.100,-17.600,-4.900,0.500
4.974,-26.600,-29.200,-6.000,-19.000,-10.300,0.500
4.975,-24.500,-24.700,-6.400,-20.000,-15.500,0.500
4.976,-21.500,-19.900,-6.900,-20.900,-19.900,0.500
4.977,-18.600,-15.400,-7.300,-21.900,-23.000,0.500
4.978,-16.900,-11.600,-7.400,-23.100,-24.800,0.500
4.979,-16.900,-9.100,-6.900,-24.300,-25.500,0.500
4.980,-18.500,-7.800,-6.100,-25.100,-25.600,0.500
4.981,-20.700,-7.100,-5.200,-25.400,-25.700,0.500
4.982,-22.100,-6.500,-4.100,-25.000,-25.900,0.500
4.983,-22.300,-5.400,-3.200,-23.900,-26.400,0.500
4.984,-21.300,-3.600,-2.700,-22.700,-26.800,0.500
4.985,-20.000,-1.500,-2.800,-21.700,-27.000,0.500
4.986,-19.200,0.300,-3.700,-21.200,-27.100,0.500
4.987,-19.200,1.200,-5.100,-21.000,-26.900,0.500
4.988,-19.800,1.300,-6.800,-21.000,-26.500,0.500
4.989,-20.200,1.000,-8.100,-20.700,-26.000,0.500
4.990,-20.100,0.700,-8.700,-19.900,-25.500,0.500
4.991,-19.500,1.000,-8.600,-18.800,-25.100,0.500
4.992,-18.800,1.800,-8.200,-17.500,-24.700,0.500
4.993,-18.600,2.800,-7.800,-16.300,-24.000,0.500
4.994,-19.100,3.400,-7.800,-15.100,-23.000,0.500
4.995,-20.000,3.500,-7.800,-13.800,-21.400,0.500
4.996,-21.000,3.000,-7.500,-12.300,-19.500,0.500
4.997,-21.600,2.400,-6.700,-10.600,-17.600,0.500
4.998,-21.800,2.100,-5.400,-8.900,-16.100,0.500
4.999,-21.400,2.100,-4.100,-7.700,-15.200,0.500
5.000,-20.100,2.500,-3.100,-7.100,-14.800,0.708
5.001,-17.900,3.000,-2.700,-6.900,-14.600,0.708
5.002,-14.900,3.200,-2.600,-6.900,-14.000,0.708
5.003,-12.000,3.100,-2.400,-6.600,-12.800,0.708
5.004,-10.300,3.000,-1.500,-5.900,-11.100,0.708
5.005,-10.400,3.000,0.100,-4.800,-9.300,0.708
5.006,-12.200,3.400,2.200,-3.900,-7.800,0.708
5.007,-14.800,4.200,4.100,-3.300,-6.900,0.708
5.008,-16.800,5.000,5.300,-3.200,-6.800,0.708
5.009,-17.400,5.500,5.300,-3.400,-7.000,0.708
5.010,-17.100,5.500,4.200,-3.500,-7.300,0.578
5.011,-17.200,5.100,2.400,-3.300,-7.300,0.578
5.012,-18.600,4.600,0.700,-2.700,-6.900,0.578
5.013,-21.600,4.400,-0.500,-1.900,-6.300,0.578
5.014,-24.900,4.500,-0.800,-1.300,-5.500,0.578
5.015,-26.800,5.000,-0.400,-1.000,-4.800,0.578
5.016,-26.200,5.600,0.400,-1.200,-4.200,0.578
5.017,-23.400,6.000,1.100,-1.600,-3.700,0.578
5.018,-20.100,6.100,1.500,-2.100,-3.400,0.578
5.019,-17.700,6.200,1.700,-2.300,-3.300,0.578
5.020,-17.100,6.300,1.800,-2.200,-3.300,0.668
5.021,-17.900,6.500,2.000,-1.900,-3.700,0.668
5.022,-19.200,6.800,2.200,-1.500,-4.200,0.668
